"","Name","DistanceAT","ortholog","Strain","TF","Length"
"4424","EbroNfe1_004511-T1",6999,"og_1204","EbroNfe1","FALSE",287
"4425","EbroNfe1_004512-T1",53042,"og_3046","EbroNfe1","FALSE",337
"4426","EbroNfe1_004513-T1",9170,"og_8933","EbroNfe1","FALSE",213
"4427","EbroNfe1_004514-T1",54289,"og_1379","EbroNfe1","FALSE",560
"4428","EbroNfe1_004515-T1",810,"og_11727","EbroNfe1","FALSE",777
"4429","EbroNfe1_004516-T1",10617,"og_11202","EbroNfe1","FALSE",683
"4430","EbroNfe1_004517-T1",23413,"og_1570","EbroNfe1","FALSE",254
"4431","EbroNfe1_004518-T1",57837,"og_0161","EbroNfe1","FALSE",441
"4432","EbroNfe1_004519-T1",21318,"og_9868","EbroNfe1","FALSE",571
"4433","EbroNfe1_004520-T1",13503,"og_4055","EbroNfe1","FALSE",148
"4434","EbroNfe1_004521-T1",4445,"og_11525","EbroNfe1","FALSE",269
"4435","EbroNfe1_004522-T1",14802,"og_8991","EbroNfe1","FALSE",648
"4436","EbroNfe1_004523-T1",5974,"og_9643","EbroNfe1","FALSE",741
"4437","EbroNfe1_004524-T1",55864,"og_9961","EbroNfe1","FALSE",274
"4438","EbroNfe1_004525-T1",18967,"og_9869","EbroNfe1","FALSE",460
"4439","EbroNfe1_004526-T1",50769,"og_7428","EbroNfe1","FALSE",1492
"4440","EbroNfe1_004527-T1",17392,"og_7926","EbroNfe1","FALSE",77
"4441","EbroNfe1_004528-T1",12955,"og_29629","EbroNfe1","TRUE",1203
"4442","EbroNfe1_004529-T1",18268,"og_3626","EbroNfe1","FALSE",271
"4443","EbroNfe1_004530-T1",19671,"og_4040","EbroNfe1","FALSE",323
"4444","EbroNfe1_004531-T1",10374,"og_11223","EbroNfe1","FALSE",645
"4445","EbroNfe1_004532-T1",21674,"og_9748","EbroNfe1","FALSE",127
"4446","EbroNfe1_004533-T1",12773,"og_4235","EbroNfe1","FALSE",73
"4447","EbroNfe1_004534-T1",1185,"og_5352","EbroNfe1","FALSE",365
"4448","EbroNfe1_004535-T1",22520,"og_6943","EbroNfe1","FALSE",101
"4449","EbroNfe1_004536-T1",46756,"og_7810","EbroNfe1","FALSE",867
"4450","EbroNfe1_004537-T1",13632,"og_8750","EbroNfe1","FALSE",256
"4451","EbroNfe1_004538-T1",12256,"og_1183","EbroNfe1","FALSE",1011
"4452","EbroNfe1_004539-T1",9850,"og_2493","EbroNfe1","FALSE",558
"4453","EbroNfe1_004540-T1",525,"og_5364","EbroNfe1","FALSE",908
"4454","EbroNfe1_004541-T1",25342,"og_0191","EbroNfe1","FALSE",414
"4455","EbroNfe1_004542-T1",44059,"og_2780","EbroNfe1","FALSE",503
"4456","EbroNfe1_004543-T1",11233,"og_1550","EbroNfe1","FALSE",227
"4457","EbroNfe1_004544-T1",28410,"og_2930","EbroNfe1","FALSE",337
"4458","EbroNfe1_004545-T1",9886,"og_0454","EbroNfe1","FALSE",343
"4459","EbroNfe1_004546-T1",41786,"og_4041","EbroNfe1","FALSE",281
"4460","EbroNfe1_004547-T1",5814,"og_0714","EbroNfe1","FALSE",96
"4461","EbroNfe1_004548-T1",7176,"og_29630","EbroNfe1","TRUE",597
"4462","EbroNfe1_004549-T1",31125,"og_0127","EbroNfe1","FALSE",188
"4463","EbroNfe1_004550-T1",2737,"og_0987","EbroNfe1","FALSE",283
"4464","EbroNfe1_004551-T1",4094,"og_11597","EbroNfe1","FALSE",543
"4465","EbroNfe1_004552-T1",36976,"og_0108","EbroNfe1","FALSE",187
"4466","EbroNfe1_004553-T1",33692,"og_7923","EbroNfe1","FALSE",890
"4467","EbroNfe1_004554-T1",36879,"og_2331","EbroNfe1","FALSE",413
"4468","EbroNfe1_004555-T1",189,"og_9631","EbroNfe1","FALSE",299
"4469","EbroNfe1_004556-T1",32303,"og_0150","EbroNfe1","FALSE",291
"4470","EbroNfe1_004557-T1",3146,"og_5340","EbroNfe1","FALSE",820
"4471","EbroNfe1_004558-T1",31536,"og_7852","EbroNfe1","FALSE",400
"4472","EbroNfe1_004559-T1",25016,"og_9822","EbroNfe1","FALSE",1091
"4473","EbroNfe1_004560-T1",391,"og_2917","EbroNfe1","FALSE",492
"4474","EbroNfe1_004561-T1",3115,"og_3096","EbroNfe1","FALSE",344
"4475","EbroNfe1_004562-T1",29211,"og_7848","EbroNfe1","FALSE",390
"4476","EbroNfe1_004563-T1",2793,"og_9104","EbroNfe1","FALSE",696
"4477","EbroNfe1_004564-T1",1541,"og_1568","EbroNfe1","FALSE",129
"4478","EbroNfe1_004565-T1",24527,"og_4421","EbroNfe1","FALSE",153
"4479","EbroNfe1_004566-T1",27162,"og_11149","EbroNfe1","FALSE",428
"4480","EbroNfe1_004567-T1",3294,"og_9741","EbroNfe1","FALSE",1069
"4481","EbroNfe1_004568-T1",21668,"og_8358","EbroNfe1","FALSE",563
"4482","EbroNfe1_004569-T1",5369,"og_8483","EbroNfe1","FALSE",481
"4483","EbroNfe1_004570-T1",24741,"og_9618","EbroNfe1","FALSE",499
"4484","EbroNfe1_004571-T1",7285,"og_29631","EbroNfe1","TRUE",199
"4485","EbroNfe1_004572-T1",23140,"og_3276","EbroNfe1","FALSE",145
"4486","EbroNfe1_004573-T1",8169,"og_9037","EbroNfe1","FALSE",330
"4487","EbroNfe1_004574-T1",18098,"og_11101","EbroNfe1","FALSE",553
"4488","EbroNfe1_004575-T1",8596,"og_8760","EbroNfe1","FALSE",220
"4489","EbroNfe1_004576-T1",22385,"og_1048","EbroNfe1","FALSE",99
"4490","EbroNfe1_004577-T1",9684,"og_9209","EbroNfe1","FALSE",254
"4491","EbroNfe1_004578-T1",10051,"og_2027","EbroNfe1","FALSE",201
"4492","EbroNfe1_004579-T1",19707,"og_3730","EbroNfe1","FALSE",491
"4493","EbroNfe1_004580-T1",11007,"og_8804","EbroNfe1","FALSE",187
"4494","EbroNfe1_004581-T1",15728,"og_10938","EbroNfe1","FALSE",360
"4495","EbroNfe1_004582-T1",11441,"og_3461","EbroNfe1","FALSE",526
"4496","EbroNfe1_004583-T1",12485,"og_8752","EbroNfe1","FALSE",4915
"4497","EbroNfe1_004584-T1",13912,"og_1288","EbroNfe1","FALSE",241
"4498","EbroNfe1_004585-T1",13512,"og_11295","EbroNfe1","FALSE",1258
"4499","EbroNfe1_004586-T1",14710,"og_10969","EbroNfe1","FALSE",545
"4500","EbroNfe1_004587-T1",11794,"og_1161","EbroNfe1","FALSE",434
"4501","EbroNfe1_004588-T1",8397,"og_8348","EbroNfe1","FALSE",1073
"4502","EbroNfe1_004589-T1",10082,"og_1782","EbroNfe1","FALSE",593
"4503","EbroNfe1_004590-T1",3396,"og_8647","EbroNfe1","FALSE",998
"4504","EbroNfe1_004591-T1",16081,"og_7345","EbroNfe1","FALSE",777
"4505","EbroNfe1_004592-T1",6841,"og_2517","EbroNfe1","FALSE",296
"4506","EbroNfe1_004593-T1",8168,"og_1744","EbroNfe1","FALSE",344
"4507","EbroNfe1_004594-T1",788,"og_9047","EbroNfe1","FALSE",1539
"4508","EbroNfe1_004595-T1",13440,"og_9384","EbroNfe1","FALSE",629
"4509","EbroNfe1_004596-T1",7766,"og_2698","EbroNfe1","FALSE",379
"4510","EbroNfe1_004597-T1",9547,"og_2908","EbroNfe1","FALSE",192
"4511","EbroNfe1_004598-T1",1477,"og_10974","EbroNfe1","FALSE",1028
"4512","EbroNfe1_004599-T1",11421,"og_9451","EbroNfe1","FALSE",206
"4513","EbroNfe1_004600-T1",10752,"og_2131","EbroNfe1","FALSE",126
"4514","EbroNfe1_004601-T1",349,"og_29632","EbroNfe1","TRUE",437
"4515","EbroNfe1_004602-T1",28552,"og_3591","EbroNfe1","FALSE",666
"4516","EbroNfe1_004603-T1",11978,"og_1704","EbroNfe1","FALSE",174
"4517","EbroNfe1_004604-T1",13233,"og_2178","EbroNfe1","FALSE",354
"4518","EbroNfe1_004605-T1",31191,"og_8169","EbroNfe1","FALSE",263
"4519","EbroNfe1_004606-T1",32792,"og_8196","EbroNfe1","FALSE",1804
"4520","EbroNfe1_004607-T1",1225,"og_3859","EbroNfe1","FALSE",949
"4521","EbroNfe1_004608-T1",19320,"og_9559","EbroNfe1","FALSE",2111
"4522","EbroNfe1_004609-T1",42418,"og_9064","EbroNfe1","FALSE",1303
"4523","EbroNfe1_004610-T1",27568,"og_8798","EbroNfe1","FALSE",757
"4524","EbroNfe1_004611-T1",4127,"og_2711","EbroNfe1","FALSE",459
"4525","EbroNfe1_004612-T1",47434,"og_1239","EbroNfe1","FALSE",74
"4526","EbroNfe1_004613-T1",31348,"og_9716","EbroNfe1","FALSE",834
"4527","EbroNfe1_004614-T1",1932,"og_8755","EbroNfe1","FALSE",1530
"4528","EbroNfe1_004615-T1",0,"og_29633","EbroNfe1","TRUE",204
"4529","EbroNfe1_004616-T1",35395,"og_9100","EbroNfe1","FALSE",608
"4530","EbroNfe1_004617-T1",53781,"og_2086","EbroNfe1","FALSE",473
"4531","EbroNfe1_004618-T1",7496,"og_11548","EbroNfe1","FALSE",642
"4532","EbroNfe1_004619-T1",38414,"og_9049","EbroNfe1","FALSE",1147
"4533","EbroNfe1_004620-T1",57041,"og_8286","EbroNfe1","FALSE",766
"4534","EbroNfe1_004621-T1",11728,"og_1057","EbroNfe1","FALSE",314
"4535","EbroNfe1_004622-T1",60646,"og_9731","EbroNfe1","FALSE",1020
"4536","EbroNfe1_004623-T1",34787,"og_7982","EbroNfe1","FALSE",674
"4537","EbroNfe1_004624-T1",14698,"og_8859","EbroNfe1","FALSE",405
"4538","EbroNfe1_004625-T1",17066,"og_2303","EbroNfe1","FALSE",491
"4539","EbroNfe1_004626-T1",64277,"og_3448","EbroNfe1","FALSE",270
"4540","EbroNfe1_004627-T1",65670,"og_3635","EbroNfe1","FALSE",1229
"4541","EbroNfe1_004628-T1",19732,"og_2127","EbroNfe1","FALSE",90
"4542","EbroNfe1_004629-T1",21103,"og_3378","EbroNfe1","FALSE",563
"4543","EbroNfe1_004630-T1",28873,"og_9426","EbroNfe1","FALSE",425
"4544","EbroNfe1_004631-T1",26665,"og_10898","EbroNfe1","FALSE",315
"4545","EbroNfe1_004632-T1",70919,"og_9711","EbroNfe1","FALSE",405
"4546","EbroNfe1_004633-T1",25569,"og_29634","EbroNfe1","TRUE",701
"4547","EbroNfe1_004634-T1",23407,"og_2250","EbroNfe1","FALSE",601
"4548","EbroNfe1_004635-T1",938,"og_9140","EbroNfe1","FALSE",523
"4549","EbroNfe1_004636-T1",72716,"og_4056","EbroNfe1","FALSE",326
"4550","EbroNfe1_004637-T1",74267,"og_11553","EbroNfe1","FALSE",913
"4551","EbroNfe1_004638-T1",3225,"og_9006","EbroNfe1","FALSE",266
"4552","EbroNfe1_004639-T1",29417,"og_2271","EbroNfe1","FALSE",588
"4553","EbroNfe1_004640-T1",5060,"og_11590","EbroNfe1","FALSE",400
"4554","EbroNfe1_004641-T1",16151,"og_8518","EbroNfe1","FALSE",1421
"4555","EbroNfe1_004642-T1",77413,"og_2494","EbroNfe1","FALSE",333
"4556","EbroNfe1_004643-T1",31741,"og_9766","EbroNfe1","FALSE",167
"4557","EbroNfe1_004644-T1",7255,"og_3382","EbroNfe1","FALSE",369
"4558","EbroNfe1_004645-T1",80291,"og_11293","EbroNfe1","FALSE",813
"4559","EbroNfe1_004646-T1",32626,"og_29635","EbroNfe1","TRUE",1054
"4560","EbroNfe1_004647-T1",9436,"og_3827","EbroNfe1","FALSE",821
"4561","EbroNfe1_004648-T1",14077,"og_3169","EbroNfe1","FALSE",446
"4562","EbroNfe1_004649-T1",84292,"og_8171","EbroNfe1","FALSE",415
"4563","EbroNfe1_004650-T1",12445,"og_8955","EbroNfe1","FALSE",355
"4564","EbroNfe1_004651-T1",8113,"og_3743","EbroNfe1","FALSE",548
"4565","EbroNfe1_004652-T1",10588,"og_1646","EbroNfe1","FALSE",373
"4566","EbroNfe1_004653-T1",86278,"og_8480","EbroNfe1","FALSE",584
"4567","EbroNfe1_004654-T1",29970,"og_0183","EbroNfe1","FALSE",713
"4568","EbroNfe1_004655-T1",6800,"og_29636","EbroNfe1","TRUE",247
"4569","EbroNfe1_004656-T1",8419,"og_8951","EbroNfe1","FALSE",486
"4570","EbroNfe1_004657-T1",88709,"og_2383","EbroNfe1","FALSE",314
"4571","EbroNfe1_004658-T1",28166,"og_11468","EbroNfe1","FALSE",430
"4572","EbroNfe1_004659-T1",1131,"og_8572","EbroNfe1","FALSE",900
"4573","EbroNfe1_004660-T1",90390,"og_8388","EbroNfe1","FALSE",1024
"4574","EbroNfe1_004661-T1",5531,"og_9218","EbroNfe1","FALSE",253
"4575","EbroNfe1_004662-T1",25166,"og_11235","EbroNfe1","FALSE",567
"4576","EbroNfe1_004663-T1",3895,"og_0546","EbroNfe1","FALSE",332
"4577","EbroNfe1_004664-T1",1121,"og_2203","EbroNfe1","FALSE",454
"4578","EbroNfe1_004665-T1",94565,"og_9498","EbroNfe1","FALSE",1078
"4579","EbroNfe1_004666-T1",2097,"og_11701","EbroNfe1","FALSE",360
"4580","EbroNfe1_004667-T1",21204,"og_11704","EbroNfe1","FALSE",669
"4581","EbroNfe1_004668-T1",664,"og_29637","EbroNfe1","TRUE",75
"4582","EbroNfe1_004670-T1",2124,"og_29638","EbroNfe1","TRUE",287
"4583","EbroNfe1_004671-T1",98378,"og_11222","EbroNfe1","FALSE",433
"4584","EbroNfe1_004672-T1",17323,"og_2376","EbroNfe1","FALSE",643
"4585","EbroNfe1_004673-T1",6443,"og_8432","EbroNfe1","FALSE",448
"4586","EbroNfe1_004674-T1",94544,"og_1525","EbroNfe1","FALSE",1665
"4587","EbroNfe1_004675-T1",12496,"og_0777","EbroNfe1","FALSE",1077
"4588","EbroNfe1_004676-T1",835,"og_8236","EbroNfe1","FALSE",468
"4589","EbroNfe1_004677-T1",9667,"og_4397","EbroNfe1","FALSE",268
"4590","EbroNfe1_004678-T1",11581,"og_2285","EbroNfe1","FALSE",810
"4591","EbroNfe1_004679-T1",10688,"og_8742","EbroNfe1","FALSE",496
"4592","EbroNfe1_004680-T1",14904,"og_11582","EbroNfe1","FALSE",510
"4593","EbroNfe1_004681-T1",7369,"og_0904","EbroNfe1","FALSE",836
"4594","EbroNfe1_004682-T1",88473,"og_2112","EbroNfe1","FALSE",928
"4595","EbroNfe1_004683-T1",16763,"og_2167","EbroNfe1","FALSE",329
"4596","EbroNfe1_004684-T1",86756,"og_8521","EbroNfe1","FALSE",498
"4597","EbroNfe1_004685-T1",366,"og_2480","EbroNfe1","FALSE",1274
"4598","EbroNfe1_004686-T1",422,"og_29639","EbroNfe1","TRUE",498
"4599","EbroNfe1_004687-T1",17948,"og_9508","EbroNfe1","FALSE",156
"4600","EbroNfe1_004688-T1",82257,"og_8207","EbroNfe1","FALSE",976
"4601","EbroNfe1_004689-T1",16803,"og_9570","EbroNfe1","FALSE",130
"4602","EbroNfe1_004690-T1",4426,"og_10750","EbroNfe1","FALSE",893
"4603","EbroNfe1_004691-T1",15202,"og_3477","EbroNfe1","FALSE",287
"4604","EbroNfe1_004692-T1",1129,"og_9324","EbroNfe1","FALSE",172
"4605","EbroNfe1_004693-T1",2027,"og_11179","EbroNfe1","FALSE",568
"4606","EbroNfe1_004694-T1",79799,"og_2077","EbroNfe1","FALSE",396
"4607","EbroNfe1_004695-T1",10676,"og_10835","EbroNfe1","FALSE",659
"4608","EbroNfe1_004696-T1",5902,"og_5393","EbroNfe1","FALSE",365
"4609","EbroNfe1_004697-T1",77023,"og_10753","EbroNfe1","FALSE",710
"4610","EbroNfe1_004698-T1",261,"og_10413","EbroNfe1","FALSE",403
"4611","EbroNfe1_004699-T1",4958,"og_10454","EbroNfe1","FALSE",452
"4612","EbroNfe1_004700-T1",3499,"og_5370","EbroNfe1","FALSE",518
"4613","EbroNfe1_004701-T1",9042,"og_1741","EbroNfe1","FALSE",176
"4614","EbroNfe1_004702-T1",80,"og_3594","EbroNfe1","FALSE",641
"4615","EbroNfe1_004703-T1",7943,"og_0070","EbroNfe1","FALSE",225
"4616","EbroNfe1_004704-T1",994,"og_5383","EbroNfe1","FALSE",335
"4617","EbroNfe1_004705-T1",73280,"og_2326","EbroNfe1","FALSE",461
"4618","EbroNfe1_004706-T1",6388,"og_29640","EbroNfe1","TRUE",164
"4619","EbroNfe1_004707-T1",9211,"og_11003","EbroNfe1","FALSE",402
"4620","EbroNfe1_004708-T1",4223,"og_1792","EbroNfe1","FALSE",478
"4621","EbroNfe1_004709-T1",71065,"og_11323","EbroNfe1","FALSE",491
"4622","EbroNfe1_004710-T1",11247,"og_10814","EbroNfe1","FALSE",78
"4623","EbroNfe1_004711-T1",11730,"og_3436","EbroNfe1","FALSE",312
"4624","EbroNfe1_004712-T1",420,"og_9133","EbroNfe1","FALSE",347
"4625","EbroNfe1_004713-T1",3335,"og_9848","EbroNfe1","FALSE",169
"4626","EbroNfe1_004714-T1",2036,"og_8511","EbroNfe1","FALSE",281
"4627","EbroNfe1_004715-T1",65766,"og_9232","EbroNfe1","FALSE",551
"4628","EbroNfe1_004716-T1",5501,"og_3308","EbroNfe1","FALSE",493
"4629","EbroNfe1_004717-T1",14359,"og_0008","EbroNfe1","FALSE",240
"4630","EbroNfe1_004718-T1",475,"og_3330","EbroNfe1","FALSE",540
"4631","EbroNfe1_004720-T1",63603,"og_8721","EbroNfe1","FALSE",285
"4632","EbroNfe1_004721-T1",12674,"og_1815","EbroNfe1","FALSE",200
"4633","EbroNfe1_004722-T1",1308,"og_2757","EbroNfe1","FALSE",1446
"4634","EbroNfe1_004723-T1",7429,"og_29641","EbroNfe1","TRUE",1328
"4635","EbroNfe1_004724-T1",3028,"og_6895","EbroNfe1","FALSE",154
"4636","EbroNfe1_004725-T1",59978,"og_8862","EbroNfe1","FALSE",290
"4637","EbroNfe1_004726-T1",5018,"og_7735","EbroNfe1","FALSE",3831
"4638","EbroNfe1_004727-T1",58572,"og_9540","EbroNfe1","FALSE",319
"4639","EbroNfe1_004728-T1",56680,"og_10805","EbroNfe1","FALSE",558
"4640","EbroNfe1_004729-T1",5896,"og_9574","EbroNfe1","FALSE",293
"4641","EbroNfe1_004730-T1",4492,"og_9676","EbroNfe1","FALSE",279
"4642","EbroNfe1_004731-T1",54696,"og_3467","EbroNfe1","FALSE",363
"4643","EbroNfe1_004732-T1",584,"og_2820","EbroNfe1","FALSE",730
"4644","EbroNfe1_004733-T1",1517,"og_4884","EbroNfe1","FALSE",544
"4645","EbroNfe1_004734-T1",53338,"og_2340","EbroNfe1","FALSE",306
"4646","EbroNfe1_004735-T1",52186,"og_3585","EbroNfe1","FALSE",102
"4647","EbroNfe1_004736-T1",3018,"og_1053","EbroNfe1","FALSE",406
"4648","EbroNfe1_004737-T1",51191,"og_9325","EbroNfe1","FALSE",187
"4649","EbroNfe1_004738-T1",48368,"og_9708","EbroNfe1","FALSE",716
"4650","EbroNfe1_004739-T1",4832,"og_11442","EbroNfe1","FALSE",3076
"4651","EbroNfe1_004740-T1",46335,"og_11118","EbroNfe1","FALSE",499
"4652","EbroNfe1_004741-T1",2478,"og_29642","EbroNfe1","TRUE",407
"4653","EbroNfe1_004742-T1",426,"og_7922","EbroNfe1","FALSE",614
"4654","EbroNfe1_004743-T1",45476,"og_8877","EbroNfe1","FALSE",106
"4655","EbroNfe1_004744-T1",44505,"og_10132","EbroNfe1","FALSE",154
"4656","EbroNfe1_004745-T1",940,"og_1879","EbroNfe1","FALSE",533
"4657","EbroNfe1_004746-T1",12455,"og_1519","EbroNfe1","FALSE",511
"4658","EbroNfe1_004747-T1",38031,"og_10108","EbroNfe1","FALSE",436
"4659","EbroNfe1_004748-T1",4782,"og_2742","EbroNfe1","FALSE",566
"4660","EbroNfe1_004749-T1",10819,"og_11314","EbroNfe1","FALSE",227
"4661","EbroNfe1_004750-T1",31861,"og_3370","EbroNfe1","FALSE",1263
"4662","EbroNfe1_004751-T1",8175,"og_11677","EbroNfe1","FALSE",610
"4663","EbroNfe1_004752-T1",7413,"og_8704","EbroNfe1","FALSE",341
"4664","EbroNfe1_004753-T1",7184,"og_11537","EbroNfe1","FALSE",211
"4665","EbroNfe1_004754-T1",9934,"og_29643","EbroNfe1","TRUE",352
"4666","EbroNfe1_004755-T1",5742,"og_11541","EbroNfe1","FALSE",374
"4667","EbroNfe1_004756-T1",11810,"og_0912","EbroNfe1","FALSE",1019
"4668","EbroNfe1_004757-T1",3319,"og_9638","EbroNfe1","FALSE",538
"4669","EbroNfe1_004758-T1",26093,"og_10109","EbroNfe1","FALSE",1151
"4670","EbroNfe1_004759-T1",1715,"og_2067","EbroNfe1","FALSE",353
"4671","EbroNfe1_004760-T1",16059,"og_9353","EbroNfe1","FALSE",926
"4672","EbroNfe1_004761-T1",439,"og_10467","EbroNfe1","FALSE",96
"4673","EbroNfe1_004762-T1",19555,"og_7937","EbroNfe1","FALSE",1437
"4674","EbroNfe1_004763-T1",19629,"og_11511","EbroNfe1","FALSE",273
"4675","EbroNfe1_004764-T1",18977,"og_2120","EbroNfe1","FALSE",651
"4676","EbroNfe1_004765-T1",16855,"og_6759","EbroNfe1","FALSE",453
"4677","EbroNfe1_004766-T1",13473,"og_7938","EbroNfe1","FALSE",1109
"4678","EbroNfe1_004767-T1",14247,"og_1691","EbroNfe1","FALSE",238
"4679","EbroNfe1_004768-T1",12699,"og_9000","EbroNfe1","FALSE",162
"4680","EbroNfe1_004769-T1",9637,"og_2510","EbroNfe1","FALSE",634
"4681","EbroNfe1_004770-T1",0,"og_3578","EbroNfe1","FALSE",784
"4682","EbroNfe1_004771-T1",10137,"og_6044","EbroNfe1","FALSE",139
"4683","EbroNfe1_004772-T1",175,"og_10975","EbroNfe1","FALSE",539
"4684","EbroNfe1_004773-T1",7693,"og_3721","EbroNfe1","FALSE",389
"4685","EbroNfe1_004774-T1",2960,"og_11650","EbroNfe1","FALSE",439
"4686","EbroNfe1_004775-T1",7433,"og_7940","EbroNfe1","FALSE",436
"4687","EbroNfe1_004776-T1",2393,"og_8401","EbroNfe1","FALSE",382
"4688","EbroNfe1_004777-T1",1150,"og_4978","EbroNfe1","FALSE",2512
"4689","EbroNfe1_004778-T1",4392,"og_2989","EbroNfe1","FALSE",235
"4690","EbroNfe1_004779-T1",4020,"og_4037","EbroNfe1","FALSE",184
"4691","EbroNfe1_004780-T1",5379,"og_10111","EbroNfe1","FALSE",316
"4692","EbroNfe1_004781-T1",4848,"og_11577","EbroNfe1","FALSE",663
"4693","EbroNfe1_004782-T1",6096,"og_2840","EbroNfe1","FALSE",431
"4694","EbroNfe1_004783-T1",3341,"og_1205","EbroNfe1","FALSE",345
"4695","EbroNfe1_004784-T1",3031,"og_3044","EbroNfe1","FALSE",394
"4696","EbroNfe1_004785-T1",8279,"og_1140","EbroNfe1","FALSE",769
"4697","EbroNfe1_004786-T1",379,"og_4442","EbroNfe1","FALSE",752
"4698","EbroNfe1_004787-T1",7771,"og_11613","EbroNfe1","FALSE",1374
"4699","EbroNfe1_004788-T1",143,"og_7917","EbroNfe1","FALSE",230
"4700","EbroNfe1_004789-T1",1175,"og_7914","EbroNfe1","FALSE",446
"4701","EbroNfe1_004790-T1",2408,"og_4883","EbroNfe1","FALSE",487
"4702","EbroNfe1_004791-T1",4634,"og_2523","EbroNfe1","FALSE",455
"4703","EbroNfe1_004792-T1",12974,"og_3563","EbroNfe1","FALSE",303
"4704","EbroNfe1_004793-T1",13816,"og_7798","EbroNfe1","FALSE",1396
"4705","EbroNfe1_004794-T1",952,"og_4847","EbroNfe1","FALSE",308
"4706","EbroNfe1_004795-T1",6453,"og_10202","EbroNfe1","FALSE",91
"4707","EbroNfe1_004796-T1",15281,"og_0407","EbroNfe1","FALSE",109
"4708","EbroNfe1_004797-T1",7724,"og_7904","EbroNfe1","FALSE",1779
"4709","EbroNfe1_004798-T1",16337,"og_4143","EbroNfe1","FALSE",165
"4710","EbroNfe1_004799-T1",1125,"og_0941","EbroNfe1","FALSE",102
"4711","EbroNfe1_004800-T1",19604,"og_3998","EbroNfe1","FALSE",523
"4712","EbroNfe1_004801-T1",3890,"og_9515","EbroNfe1","FALSE",1231
"4713","EbroNfe1_004802-T1",20838,"og_8500","EbroNfe1","FALSE",680
"4714","EbroNfe1_004803-T1",21954,"og_3349","EbroNfe1","FALSE",957
"4715","EbroNfe1_004804-T1",14948,"og_2594","EbroNfe1","FALSE",148
"4716","EbroNfe1_004805-T1",15975,"og_10431","EbroNfe1","FALSE",311
"4717","EbroNfe1_004806-T1",24538,"og_10434","EbroNfe1","FALSE",106
"4718","EbroNfe1_004807-T1",25481,"og_7705","EbroNfe1","FALSE",411
"4719","EbroNfe1_004808-T1",8801,"og_0313","EbroNfe1","FALSE",375
"4720","EbroNfe1_004809-T1",17504,"og_8251","EbroNfe1","FALSE",550
"4721","EbroNfe1_004810-T1",27237,"og_10179","EbroNfe1","FALSE",117
"4722","EbroNfe1_004811-T1",27519,"og_11068","EbroNfe1","FALSE",265
"4723","EbroNfe1_004812-T1",28389,"og_3561","EbroNfe1","FALSE",1585
"4724","EbroNfe1_004813-T1",10870,"og_8258","EbroNfe1","FALSE",534
"4725","EbroNfe1_004814-T1",30363,"og_2174","EbroNfe1","FALSE",465
"4726","EbroNfe1_004815-T1",14495,"og_1700","EbroNfe1","FALSE",89
"4727","EbroNfe1_004816-T1",32518,"og_11732","EbroNfe1","FALSE",679
"4728","EbroNfe1_004817-T1",33782,"og_10217","EbroNfe1","FALSE",398
"4729","EbroNfe1_004818-T1",16318,"og_9020","EbroNfe1","FALSE",1122
"4730","EbroNfe1_004819-T1",35315,"og_10212","EbroNfe1","FALSE",906
"4731","EbroNfe1_004820-T1",35891,"og_0028","EbroNfe1","FALSE",83
"4732","EbroNfe1_004821-T1",28524,"og_29644","EbroNfe1","TRUE",55
"4733","EbroNfe1_004822-T1",36934,"og_9789","EbroNfe1","FALSE",542
"4734","EbroNfe1_004824-T1",330,"og_1185","EbroNfe1","FALSE",333
"4735","EbroNfe1_004825-T1",22405,"og_1662","EbroNfe1","FALSE",344
"4736","EbroNfe1_004826-T1",39639,"og_1369","EbroNfe1","FALSE",528
"4737","EbroNfe1_004827-T1",40938,"og_7906","EbroNfe1","FALSE",149
"4738","EbroNfe1_004828-T1",2933,"og_4857","EbroNfe1","FALSE",1581
"4739","EbroNfe1_004829-T1",24419,"og_11626","EbroNfe1","FALSE",522
"4740","EbroNfe1_004830-T1",42343,"og_7898","EbroNfe1","FALSE",463
"4741","EbroNfe1_004831-T1",43929,"og_8876","EbroNfe1","FALSE",384
"4742","EbroNfe1_004832-T1",28051,"og_9231","EbroNfe1","FALSE",378
"4743","EbroNfe1_004833-T1",40459,"og_7894","EbroNfe1","FALSE",419
"4744","EbroNfe1_004834-T1",37823,"og_3155","EbroNfe1","FALSE",499
"4745","EbroNfe1_004835-T1",46623,"og_1194","EbroNfe1","FALSE",282
"4746","EbroNfe1_004836-T1",38760,"og_3079","EbroNfe1","FALSE",204
"4747","EbroNfe1_004837-T1",45941,"og_10935","EbroNfe1","FALSE",226
"4748","EbroNfe1_004838-T1",11246,"og_0924","EbroNfe1","FALSE",339
"4749","EbroNfe1_004839-T1",43361,"og_9295","EbroNfe1","FALSE",696
"4750","EbroNfe1_004840-T1",36215,"og_10124","EbroNfe1","FALSE",571
"4751","EbroNfe1_004841-T1",32556,"og_1719","EbroNfe1","FALSE",530
"4752","EbroNfe1_004842-T1",42156,"og_2228","EbroNfe1","FALSE",109
"4753","EbroNfe1_004843-T1",13173,"og_29645","EbroNfe1","TRUE",122
"4754","EbroNfe1_004844-T1",35273,"og_10117","EbroNfe1","FALSE",97
"4755","EbroNfe1_004845-T1",40842,"og_8160","EbroNfe1","FALSE",822
