"","Name","DistanceAT","ortholog","Strain","Length","EffectiveLength","TPM","NumReads","TF"
"3545","Eam702_003545-T1",3747,"og_2578","Eam702",660,411,11.087996,56,"FALSE"
"3546","Eam702_003546-T1",73632,"og_1002","Eam702",1506,1257,22.853161,353,"FALSE"
"3547","Eam702_003547-T1",0,"og_9577","Eam702",3045,2796,6.694182,230,"FALSE"
"3548","Eam702_003548-T1",72073,"og_1005","Eam702",1206,957,41.581847,489,"FALSE"
"3549","Eam702_003549-T1",60755,"og_2735","Eam702",366,117,1.391074,2,"FALSE"
"3550","Eam702_003550-T1",68865,"og_2447","Eam702",2475,2226,63.501139,1737,"FALSE"
"3551","Eam702_003551-T1",61522,"og_2834","Eam702",1803,1554,8.588151,164,"FALSE"
"3552","Eam702_003552-T1",0,"og_11082","Eam702",1239,990,6.740398,82,"FALSE"
"3553","Eam702_003553-T1",63881,"og_8531","Eam702",5460,5211,17.00645,1089,"FALSE"
"3554","Eam702_003554-T1",62664,"og_11558","Eam702",3348,3099,20.24602,771,"FALSE"
"3555","Eam702_003555-T1",70808,"og_8774","Eam702",2013,1764,9.364925,203,"FALSE"
"3556","Eam702_003556-T1",74120,"og_1871","Eam702",648,399,29.981358,147,"FALSE"
"3557","Eam702_003557-T1",78688,"og_9294","Eam702",444,195,66.771668,160,"FALSE"
"3558","Eam702_003558-T1",79783,"og_11571","Eam702",237,16.531,344.597713,70,"FALSE"
"3559","Eam702_003559-T1",5761,"og_0360","Eam702",1479,1230,167.254887,2528,"FALSE"
"3560","Eam702_003560-T1",80459,"og_9224","Eam702",318,69.234,473.685248,403,"FALSE"
"3561","Eam702_003561-T1",81375,"og_1549","Eam702",459,210,275.135043,710,"FALSE"
"3562","Eam702_003562-T1",10060,"og_8353","Eam702",1251,1002,30.293396,373,"FALSE"
"3563","Eam702_003563-T1",82376,"og_7911","Eam702",1011,762,55.319933,518,"FALSE"
"3564","Eam702_003564-T1",9196,"og_0097","Eam702",1290,1041,0.469037,6,"FALSE"
"3565","Eam702_003565-T1",83968,"og_4058","Eam702",801,552,22.703275,154,"FALSE"
"3566","Eam702_003566-T1",85278,"og_1400","Eam702",1668,1419,9.290508,162,"FALSE"
"3567","Eam702_003567-T1",13034,"og_11206","Eam702",1419,1170,13.28478,191,"FALSE"
"3568","Eam702_003568-T1",8032,"og_2106","Eam702",2187,1938,11.253507,268,"FALSE"
"3569","Eam702_003569-T1",44473,"og_30925","Eam702",394,145,278.368781,496,"TRUE"
"3570","Eam702_003570-T1",87748,"og_7741","Eam702",2082,1833,23.574306,531,"FALSE"
"3571","Eam702_003571-T1",41463,"og_8440","Eam702",1938,1689,52.324734,1086,"FALSE"
"3572","Eam702_003572-T1",16692,"og_10970","Eam702",1020,771,23.959532,227,"FALSE"
"3573","Eam702_003573-T1",91154,"og_3321","Eam702",756,507,58.906737,367,"FALSE"
"3574","Eam702_003574-T1",19218,"og_8962","Eam702",3123,2874,64.983453,2295,"FALSE"
"3575","Eam702_003575-T1",38321,"og_0307","Eam702",1473,1224,9.307938,140,"FALSE"
"3576","Eam702_003576-T1",1254,"og_3706","Eam702",2172,1923,17.05425,403,"FALSE"
"3577","Eam702_003577-T1",293,"og_4533","Eam702",507,258,49.520703,157,"FALSE"
"3578","Eam702_003578-T1",92986,"og_10178","Eam702",717,468,31.125335,179,"FALSE"
"3579","Eam702_003579-T1",0,"og_3947","Eam702",1092,843,483.730741,5011,"FALSE"
"3580","Eam702_003580-T1",0,"og_8279","Eam702",786,537,24.852863,164,"FALSE"
"3581","Eam702_003581-T1",34250,"og_9231","Eam702",1119,870,326.447265,3490,"FALSE"
"3582","Eam702_003582-T1",0,"og_8690","Eam702",354,105.002,70.526498,91,"FALSE"
"3583","Eam702_003583-T1",26007,"og_2182","Eam702",588,339,163.236048,680,"FALSE"
"3584","Eam702_003584-T1",0,"og_3838","Eam702",1533,1284,1713.500644,27036,"FALSE"
"3585","Eam702_003585-T1",30803,"og_11626","Eam702",1548,1299,18.230169,291,"FALSE"
"3586","Eam702_003586-T1",28629,"og_3064","Eam702",1665,1416,8.218256,143,"FALSE"
"3587","Eam702_003587-T1",28582,"og_1662","Eam702",1260,1011,45.478293,565,"FALSE"
"3588","Eam702_003588-T1",91426,"og_4120","Eam702",1590,1341,205.963336,3394,"FALSE"
"3589","Eam702_003589-T1",31947,"og_9639","Eam702",1518,1269,28.21616,440,"FALSE"
"3590","Eam702_003590-T1",86664,"og_11401","Eam702",2742,2493,2.219696,68,"FALSE"
"3591","Eam702_003591-T1",22402,"og_9020","Eam702",3369,3120,7.120572,273,"FALSE"
"3592","Eam702_003592-T1",34710,"og_9312","Eam702",1629,1380,8.314706,141,"FALSE"
"3593","Eam702_003593-T1",9314,"og_5041","Eam702",936,687,5.567343,47,"FALSE"
"3594","Eam702_003594-T1",10739,"og_4527","Eam702",2208,1959,23.636583,569,"FALSE"
"3595","Eam702_003595-T1",84355,"og_11382","Eam702",1818,1569,9.854566,190,"FALSE"
"3596","Eam702_003596-T1",21719,"og_1700","Eam702",216,12.099,5347.29495,795,"FALSE"
"3597","Eam702_003597-T1",4724,"og_7885","Eam702",1242,993,32.12504,392,"FALSE"
"3598","Eam702_003598-T1",39174,"og_2650","Eam702",1248,999,1.221891,15,"FALSE"
"3599","Eam702_003599-T1",81274,"og_11266","Eam702",2310,2061,29.13971,738,"FALSE"
"3600","Eam702_003600-T1",15389,"og_30926","Eam702",2610,2361,9.892197,287,"TRUE"
"3601","Eam702_003601-T1",6585,"og_2598","Eam702",1890,1641,8.529562,172,"FALSE"
"3602","Eam702_003602-T1",41604,"og_9920","Eam702",1209,960,7.798722,92,"FALSE"
"3603","Eam702_003603-T1",15806,"og_8560","Eam702",960,711,8.584174,75,"FALSE"
"3604","Eam702_003604-T1",43101,"og_0528","Eam702",2502,2253,0.939116,26,"FALSE"
"3605","Eam702_003605-T1",78244,"og_8040","Eam702",1830,1581,57.340329,1114,"FALSE"
"3606","Eam702_003606-T1",9520,"og_4790","Eam702",840,591,31.945329,232,"FALSE"
"3607","Eam702_003607-T1",18731,"og_3875","Eam702",3375,3126,2.941686,113,"FALSE"
"3608","Eam702_003608-T1",11352,"og_2720","Eam702",1866,1617,21.841706,434,"FALSE"
"3609","Eam702_003609-T1",10428,"og_9515","Eam702",3723,3474,29.210803,1247,"FALSE"
"3610","Eam702_003610-T1",71423,"og_3547","Eam702",4593,4344,11.033984,589,"FALSE"
"3611","Eam702_003611-T1",14575,"og_2014","Eam702",966,717,42.334705,373,"FALSE"
"3612","Eam702_003612-T1",49097,"og_4552","Eam702",411,162,1.004666,2,"FALSE"
"3613","Eam702_003613-T1",22941,"og_0141","Eam702",1047,798,18.661866,183,"FALSE"
"3614","Eam702_003614-T1",14297,"og_10424","Eam702",267,28.299,14.377991,5,"FALSE"
"3615","Eam702_003615-T1",7800,"og_7569","Eam702",465,216,21.851492,58,"FALSE"
"3616","Eam702_003616-T1",25875,"og_1878","Eam702",2220,1971,9.248435,224,"FALSE"
"3617","Eam702_003617-T1",52323,"og_2037","Eam702",1206,957,5.017033,59,"FALSE"
"3618","Eam702_003618-T1",66762,"og_2379","Eam702",3729,3480,12.767923,546,"FALSE"
"3619","Eam702_003619-T1",11478,"og_9469","Eam702",897,648,14.065328,112,"FALSE"
"3620","Eam702_003620-T1",54195,"og_5688","Eam702",330,81.056,40.158918,40,"FALSE"
"3621","Eam702_003621-T1",4233,"og_1205","Eam702",1176,927,1808.48715,20601,"FALSE"
"3622","Eam702_003622-T1",7387,"og_9696","Eam702",3264,3015,33.549857,1243,"FALSE"
"3623","Eam702_003623-T1",56079,"og_8136","Eam702",993,744,522.503454,4777,"FALSE"
"3624","Eam702_003624-T1",63460,"og_8816","Eam702",2442,2193,7.718476,208,"FALSE"
"3625","Eam702_003625-T1",57731,"og_10046","Eam702",3450,3201,0.610144,24,"FALSE"
"3626","Eam702_003626-T1",329,"og_30927","Eam702",288,42.248,13.483377,7,"TRUE"
"3627","Eam702_003627-T1",61502,"og_8601","Eam702",1416,1167,45.953799,659,"FALSE"
"3628","Eam702_003628-T1",0,"og_5043","Eam702",393,144,0,0,"FALSE"
"3629","Eam702_003629-T1",5214,"og_11245","Eam702",1251,1002,36.546993,450,"FALSE"
"3630","Eam702_003630-T1",61666,"og_2441","Eam702",1092,843,23.457707,243,"FALSE"
"3631","Eam702_003631-T1",0,"og_9000","Eam702",489,240,103.417838,305,"FALSE"
"3632","Eam702_003632-T1",60172,"og_9058","Eam702",486,237,43.950971,128,"FALSE"
"3633","Eam702_003633-T1",2088,"og_0540","Eam702",174,7.553,5613.1307,521,"FALSE"
"3634","Eam702_003634-T1",63428,"og_9912","Eam702",357,108.001,128.093811,170,"FALSE"
"3635","Eam702_003635-T1",0,"og_1691","Eam702",720,471,17.623255,102,"FALSE"
"3636","Eam702_003636-T1",7872,"og_3177","Eam702",1098,849,341.135689,3559,"FALSE"
"3637","Eam702_003637-T1",56811,"og_3814","Eam702",2259,2010,12.672291,313,"FALSE"
"3638","Eam702_003638-T1",64676,"og_1966","Eam702",828,579,84.751151,603,"FALSE"
"3639","Eam702_003639-T1",0,"og_1107","Eam702",480,231,20.78485,59,"FALSE"
"3640","Eam702_003640-T1",0,"og_11043","Eam702",783,534,45.717961,300,"FALSE"
"3641","Eam702_003641-T1",7316,"og_9919","Eam702",960,711,11.674477,102,"FALSE"
"3642","Eam702_003642-T1",40536,"og_4237","Eam702",1776,1527,25.846965,485,"FALSE"
"3643","Eam702_003643-T1",67433,"og_3251","Eam702",2550,2301,7.815963,221,"FALSE"
"3644","Eam702_003644-T1",4752,"og_2449","Eam702",1335,1086,19.707557,263,"FALSE"
"3645","Eam702_003645-T1",50761,"og_0020","Eam702",2697,2448,5.41855,163,"FALSE"
"3646","Eam702_003646-T1",43111,"og_9138","Eam702",462,213,114.234804,299,"FALSE"
"3647","Eam702_003647-T1",44305,"og_10419","Eam702",774,525,10.850396,70,"FALSE"
"3648","Eam702_003648-T1",65570,"og_1357","Eam702",2544,2295,0.070918,2,"FALSE"
"3649","Eam702_003649-T1",45546,"og_8938","Eam702",753,504,17.761065,110,"FALSE"
"3650","Eam702_003650-T1",2308,"og_1285","Eam702",2868,2619,24.174136,778,"FALSE"
"3651","Eam702_003651-T1",46863,"og_11631","Eam702",3318,3069,7.053288,266,"FALSE"
"3652","Eam702_003652-T1",0,"og_1665","Eam702",1431,1182,2.065431,30,"FALSE"
"3653","Eam702_003653-T1",48334,"og_2300","Eam702",2226,1977,27.084828,658,"FALSE"
"3654","Eam702_003654-T1",0,"og_1901","Eam702",1158,909,176.274176,1969,"FALSE"
"3655","Eam702_003655-T1",43854,"og_8537","Eam702",2457,2208,14.33697,389,"FALSE"
"3656","Eam702_003656-T1",0,"og_0043","Eam702",390,141,15.583015,27,"FALSE"
"3657","Eam702_003657-T1",51780,"og_1015","Eam702",5985,5736,25.253275,1780,"FALSE"
"3658","Eam702_003658-T1",0,"og_30928","Eam702",387,138,5.307259,9,"TRUE"
"3659","Eam702_003659-T1",0,"og_2561","Eam702",903,654,18.166948,146,"FALSE"
"3660","Eam702_003660-T1",58323,"og_8864","Eam702",984,735,28.233174,255,"FALSE"
"3661","Eam702_003661-T1",40221,"og_11549","Eam702",3045,2796,22.440063,771,"FALSE"
"3662","Eam702_003662-T1",0,"og_1089","Eam702",1368,1119,1.454477,20,"FALSE"
"3663","Eam702_003663-T1",54605,"og_10803","Eam702",2034,1785,24.527366,538,"FALSE"
"3664","Eam702_003664-T1",38182,"og_9633","Eam702",1323,1074,47.281056,624,"FALSE"
"3665","Eam702_003665-T1",6483,"og_6759","Eam702",1362,1113,9.505064,130,"FALSE"
"3666","Eam702_003666-T1",36420,"og_9656","Eam702",1146,897,3.719617,41,"FALSE"
"3667","Eam702_003667-T1",60910,"og_11185","Eam702",1740,1491,9.551405,175,"FALSE"
"3668","Eam702_003668-T1",8621,"og_2120","Eam702",1935,1686,2.075476,43,"FALSE"
"3669","Eam702_003669-T1",31296,"og_3188","Eam702",4476,4227,15.055021,782,"FALSE"
"3670","Eam702_003670-T1",11185,"og_11511","Eam702",822,573,4.118606,29,"FALSE"
"3671","Eam702_003671-T1",12627,"og_9353","Eam702",2784,2535,15.312541,477,"FALSE"
"3672","Eam702_003672-T1",9283,"og_8692","Eam702",2604,2355,18.867249,546,"FALSE"
"3673","Eam702_003673-T1",66019,"og_4918","Eam702",873,624,55.686528,427,"FALSE"
"3674","Eam702_003674-T1",43143,"og_11309","Eam702",3558,3309,0.959124,39,"FALSE"
"3675","Eam702_003675-T1",29561,"og_9099","Eam702",816,567,87.405969,609,"FALSE"
"3676","Eam702_003676-T1",67784,"og_1794","Eam702",1512,1263,15.785909,245,"FALSE"
"3677","Eam702_003677-T1",26294,"og_9737","Eam702",2241,1992,17.975054,440,"FALSE"
"3678","Eam702_003678-T1",16261,"og_0912","Eam702",1704,1455,5.257408,94,"FALSE"
"3679","Eam702_003679-T1",13333,"og_8547","Eam702",1560,1311,16.945985,273,"FALSE"
"3680","Eam702_003680-T1",4653,"og_11193","Eam702",2235,1986,4.343437,106,"FALSE"
"3681","Eam702_003681-T1",39824,"og_2905","Eam702",2679,2430,5.090309,152,"FALSE"
"3682","Eam702_003682-T1",70553,"og_2369","Eam702",1602,1353,11.788679,196,"FALSE"
"3683","Eam702_003683-T1",18620,"og_3073","Eam702",1260,1011,24.469736,304,"FALSE"
"3684","Eam702_003684-T1",24186,"og_2714","Eam702",822,573,7.243066,51,"FALSE"
"3685","Eam702_003685-T1",7494,"og_8359","Eam702",1731,1482,4.722338,86,"FALSE"
"3686","Eam702_003686-T1",72872,"og_9493","Eam702",1008,759,305.89111,2853,"FALSE"
"3687","Eam702_003687-T1",16816,"og_8412","Eam702",1599,1350,19.711553,327,"FALSE"
"3688","Eam702_003688-T1",22092,"og_7812","Eam702",1290,1041,118.119226,1511,"FALSE"
"3689","Eam702_003689-T1",21514,"og_30929","Eam702",570,321,35.238436,139,"TRUE"
"3690","Eam702_003690-T1",74645,"og_9704","Eam702",4887,4638,29.880699,1703,"FALSE"
"3691","Eam702_003691-T1",9556,"og_3984","Eam702",861,612,6.382586,48,"FALSE"
"3692","Eam702_003692-T1",35172,"og_10737","Eam702",2004,1755,34.313219,740,"FALSE"
"3693","Eam702_003693-T1",20156,"og_1333","Eam702",900,651,25.625936,205,"FALSE"
"3694","Eam702_003694-T1",23716,"og_8704","Eam702",1017,768,6.993419,66,"FALSE"
"3695","Eam702_003695-T1",11567,"og_4556","Eam702",408,159,0,0,"FALSE"
"3696","Eam702_003696-T1",21134,"og_4271","Eam702",333,84.038,702.054052,725,"FALSE"
"3697","Eam702_003697-T1",16774,"og_10044","Eam702",2478,2229,4.271522,117,"FALSE"
"3698","Eam702_003698-T1",25356,"og_2742","Eam702",1701,1452,5.268271,94,"FALSE"
"3699","Eam702_003699-T1",32701,"og_11214","Eam702",1938,1689,17.200672,357,"FALSE"
"3700","Eam702_003700-T1",13528,"og_30930","Eam702",1428,1179,0.48316,7,"TRUE"
"3701","Eam702_003701-T1",23773,"og_2568","Eam702",1884,1635,16.026732,322,"FALSE"
"3702","Eam702_003702-T1",80870,"og_10033","Eam702",1659,1410,19.853916,344,"FALSE"
"3703","Eam702_003703-T1",28599,"og_4171","Eam702",2085,1836,9.83982,222,"FALSE"
"3704","Eam702_003704-T1",14277,"og_8010","Eam702",1635,1386,3.816427,65,"FALSE"
"3705","Eam702_003705-T1",16983,"og_8381","Eam702",1509,1260,150.613832,2332,"FALSE"
"3706","Eam702_003706-T1",29355,"og_1879","Eam702",1467,1218,10.422794,156,"FALSE"
"3707","Eam702_003707-T1",12797,"og_3352","Eam702",738,489,199.534125,1199,"FALSE"
"3708","Eam702_003708-T1",84338,"og_30931","Eam702",2856,2607,0.561873,18,"TRUE"
"3709","Eam702_003709-T1",28668,"og_11667","Eam702",2565,2316,12.33319,351,"FALSE"
"3710","Eam702_003710-T1",10115,"og_11639","Eam702",2100,1851,14.112549,321,"FALSE"
"3711","Eam702_003711-T1",33181,"og_2757","Eam702",4353,4104,33.451422,1687,"FALSE"
"3712","Eam702_003712-T1",22163,"og_9788","Eam702",2601,2352,12.213616,353,"FALSE"
"3713","Eam702_003713-T1",7930,"og_2380","Eam702",1356,1107,10.806289,147,"FALSE"
"3714","Eam702_003714-T1",88321,"og_5024","Eam702",3270,3021,9.481975,352,"FALSE"
"3715","Eam702_003715-T1",32110,"og_8038","Eam702",1155,906,9.880328,110,"FALSE"
"3716","Eam702_003716-T1",22463,"og_8283","Eam702",2277,2028,21.026655,524,"FALSE"
"3717","Eam702_003717-T1",6096,"og_9263","Eam702",1416,1167,65.339468,937,"FALSE"
"3718","Eam702_003718-T1",33614,"og_7987","Eam702",2775,2526,15.10937,469,"FALSE"
"3719","Eam702_003719-T1",17388,"og_4114","Eam702",3549,3300,24.610671,998,"FALSE"
"3720","Eam702_003720-T1",4011,"og_10902","Eam702",1362,1113,4.533184,62,"FALSE"
"3721","Eam702_003721-T1",39347,"og_3308","Eam702",1482,1233,17.423994,264,"FALSE"
"3722","Eam702_003722-T1",23246,"og_9836","Eam702",651,402,5.263252,26,"FALSE"
"3723","Eam702_003723-T1",36747,"og_8155","Eam702",399,150,148.650426,274,"FALSE"
"3724","Eam702_003724-T1",2951,"og_0363","Eam702",648,399,10.809605,53,"FALSE"
"3725","Eam702_003725-T1",21305,"og_11734","Eam702",1062,813,9.609207,96,"FALSE"
"3726","Eam702_003726-T1",1504,"og_0251","Eam702",870,621,6.159041,47,"FALSE"
"3727","Eam702_003727-T1",39117,"og_9783","Eam702",1395,1146,9.5154,134,"FALSE"
"3728","Eam702_003728-T1",18367,"og_8426","Eam702",1848,1599,4.580374,90,"FALSE"
"3729","Eam702_003729-T1",96327,"og_1661","Eam702",2667,2418,16.289056,484,"FALSE"
"3730","Eam702_003730-T1",0,"og_1277","Eam702",2088,1839,7.788213,176,"FALSE"
"3731","Eam702_003731-T1",37998,"og_9133","Eam702",1050,801,28.446732,280,"FALSE"
"3732","Eam702_003732-T1",41409,"og_11416","Eam702",2259,2010,7.773418,192,"FALSE"
"3733","Eam702_003733-T1",14565,"og_30932","Eam702",429,180,0,0,"TRUE"
"3734","Eam702_003734-T1",14392,"og_2088","Eam702",3204,2955,0.578321,21,"FALSE"
"3735","Eam702_003735-T1",13488,"og_1504","Eam702",636,387,8.831718,42,"FALSE"
"3736","Eam702_003736-T1",35952,"og_10413","Eam702",1320,1071,127.727703,1681,"FALSE"
"3737","Eam702_003737-T1",11481,"og_2309","Eam702",1671,1422,7.096251,124,"FALSE"
"3738","Eam702_003738-T1",100700,"og_11216","Eam702",870,621,0.655217,5,"FALSE"
"3739","Eam702_003739-T1",44559,"og_8053","Eam702",1416,1167,51.741606,742,"FALSE"
"3740","Eam702_003740-T1",33722,"og_11179","Eam702",1707,1458,109.341183,1959,"FALSE"
"3741","Eam702_003741-T1",8860,"og_2408","Eam702",1743,1494,18.846572,346,"FALSE"
"3742","Eam702_003742-T1",12337,"og_11371","Eam702",897,648,6.404748,51,"FALSE"
"3743","Eam702_003743-T1",32139,"og_4469","Eam702",981,732,39.688437,357,"FALSE"
"3744","Eam702_003744-T1",104281,"og_1622","Eam702",1716,1467,14.2564,257,"FALSE"
"3745","Eam702_003745-T1",10687,"og_11420","Eam702",1224,975,11.267719,135,"FALSE"
"3746","Eam702_003746-T1",6404,"og_3623","Eam702",1539,1290,14.256916,226,"FALSE"
"3747","Eam702_003747-T1",30514,"og_4460","Eam702",1380,1131,20.074672,279,"FALSE"
"3748","Eam702_003748-T1",8690,"og_4169","Eam702",1338,1089,26.154536,350,"FALSE"
"3749","Eam702_003749-T1",50458,"og_11509","Eam702",2664,2415,6.132833,182,"FALSE"
"3750","Eam702_003750-T1",107499,"og_0106","Eam702",900,651,22.125808,177,"FALSE"
"3751","Eam702_003751-T1",4293,"og_2264","Eam702",1107,858,27.600221,291,"FALSE"
"3752","Eam702_003752-T1",6059,"og_3498","Eam702",1752,1503,23.281788,430,"FALSE"
"3753","Eam702_003753-T1",2857,"og_9963","Eam702",780,531,17.164468,112,"FALSE"
"3754","Eam702_003754-T1",109777,"og_9420","Eam702",951,702,26.662298,230,"FALSE"
"3755","Eam702_003755-T1",54580,"og_1249","Eam702",648,399,3.467232,17,"FALSE"
"3756","Eam702_003756-T1",0,"og_2247","Eam702",3027,2778,4.862759,166,"FALSE"
"3757","Eam702_003757-T1",111702,"og_10900","Eam702",1866,1617,0.201306,4,"FALSE"
"3758","Eam702_003758-T1",24173,"og_1568","Eam702",450,201,246.96797,610,"FALSE"
"3759","Eam702_003759-T1",56486,"og_3473","Eam702",759,510,3.829552,24,"FALSE"
"3760","Eam702_003760-T1",22175,"og_3096","Eam702",1035,786,136.04409,1314,"FALSE"
"3761","Eam702_003761-T1",114122,"og_1415","Eam702",1683,1434,4.029174,71,"FALSE"
"3762","Eam702_003762-T1",0,"og_10961","Eam702",2112,1863,2.839274,65,"FALSE"
"3763","Eam702_003763-T1",0,"og_7806","Eam702",981,732,29.905293,269,"FALSE"
"3764","Eam702_003764-T1",59336,"og_2847","Eam702",849,600,16.953744,125,"FALSE"
"3765","Eam702_003765-T1",116310,"og_30933","Eam702",204,10.377,0,0,"TRUE"
"3766","Eam702_003766-T1",20110,"og_4549","Eam702",168,7.156,0,0,"FALSE"
"3767","Eam702_003767-T1",116866,"og_8868","Eam702",1842,1593,70.496924,1380,"FALSE"
"3768","Eam702_003768-T1",0,"og_9048","Eam702",1809,1560,55.764776,1069,"FALSE"
"3769","Eam702_003769-T1",60880,"og_4137","Eam702",3672,3423,6.371398,268,"FALSE"
"3770","Eam702_003770-T1",0,"og_3125","Eam702",2259,2010,22.470037,555,"FALSE"
"3771","Eam702_003771-T1",18255,"og_4954","Eam702",678,429,0,0,"FALSE"
"3772","Eam702_003772-T1",15252,"og_9631","Eam702",900,651,41.001497,328,"FALSE"
"3773","Eam702_003773-T1",121882,"og_8330","Eam702",666,417,13.270269,68,"FALSE"
"3774","Eam702_003774-T1",120817,"og_8979","Eam702",1287,1038,55.035969,702,"FALSE"
"3775","Eam702_003775-T1",67265,"og_3506","Eam702",1137,888,5.590153,61,"FALSE"
"3776","Eam702_003776-T1",118265,"og_2948","Eam702",1221,972,45.879762,548,"FALSE"
"3777","Eam702_003777-T1",115973,"og_30934","Eam702",741,492,0,0,"TRUE"
"3778","Eam702_003778-T1",6896,"og_1361","Eam702",957,708,88.849113,773,"FALSE"
"3779","Eam702_003779-T1",113415,"og_30935","Eam702",1110,861,0,0,"TRUE"
"3780","Eam702_003780-T1",74663,"og_11738","Eam702",396,147,9.964649,18,"FALSE"
"3781","Eam702_003781-T1",110081,"og_4099","Eam702",2670,2421,15.495764,461,"FALSE"
"3782","Eam702_003782-T1",2173,"og_1532","Eam702",852,603,9.446862,70,"FALSE"
"3783","Eam702_003783-T1",392,"og_3459","Eam702",1221,972,19.674715,235,"FALSE"
"3784","Eam702_003784-T1",107986,"og_7261","Eam702",561,312,3.390749,13,"FALSE"
"3785","Eam702_003785-T1",0,"og_1556","Eam702",927,678,14.883287,124,"FALSE"
"3786","Eam702_003786-T1",103969,"og_4213","Eam702",2913,2664,43.102221,1411,"FALSE"
"3787","Eam702_003787-T1",4607,"og_11645","Eam702",927,678,48.610735,405,"FALSE"
"3788","Eam702_003788-T1",0,"og_8911","Eam702",1416,1167,74.474441,1068,"FALSE"
"3789","Eam702_003790-T1",6021,"og_11724","Eam702",1287,1038,26.655598,340,"FALSE"
"3790","Eam702_003791-T1",99892,"og_1114","Eam702",2499,2250,11.573756,320,"FALSE"
"3791","Eam702_003792-T1",8363,"og_10907","Eam702",1323,1074,152.602639,2014,"FALSE"
"3792","Eam702_003793-T1",98452,"og_8011","Eam702",342,93.011,116.365957,133,"FALSE"
"3793","Eam702_003794-T1",8316,"og_10838","Eam702",1428,1179,1.863618,27,"FALSE"
"3794","Eam702_003795-T1",96325,"og_8079","Eam702",1314,1065,5.272376,69,"FALSE"
"3795","Eam702_003796-T1",6874,"og_9830","Eam702",624,375,0.217008,1,"FALSE"
"3796","Eam702_003798-T1",91779,"og_11687","Eam702",2199,1950,8.680317,208,"FALSE"
"3797","Eam702_003799-T1",2835,"og_4862","Eam702",363,114,31.408949,44,"FALSE"
"3798","Eam702_003800-T1",89113,"og_11210","Eam702",1815,1566,38.714297,745,"FALSE"
"3799","Eam702_003801-T1",0,"og_9066","Eam702",1185,936,685.974566,7890,"FALSE"
"3800","Eam702_003802-T1",86573,"og_1629","Eam702",774,525,1.240045,8,"FALSE"
"3801","Eam702_003803-T1",0,"og_7718","Eam702",912,663,14.115334,115,"FALSE"
"3802","Eam702_003804-T1",0,"og_2006","Eam702",522,273,24.741288,83,"FALSE"
"3803","Eam702_003805-T1",81585,"og_0378","Eam702",1833,1584,45.312734,882,"FALSE"
"3804","Eam702_003806-T1",3977,"og_9050","Eam702",2673,2424,63.786363,1900,"FALSE"
"3805","Eam702_003807-T1",78683,"og_8538","Eam702",1038,789,36.511789,354,"FALSE"
"3806","Eam702_003808-T1",109418,"og_11701","Eam702",1083,834,24.003574,246,"FALSE"
"3807","Eam702_003809-T1",77190,"og_8702","Eam702",1026,777,27.649658,264,"FALSE"
"3808","Eam702_003810-T1",111240,"og_0546","Eam702",1002,753,11.779813,109,"FALSE"
"3809","Eam702_003811-T1",75716,"og_3737","Eam702",843,594,35.756987,261,"FALSE"
"3810","Eam702_003812-T1",662,"og_10131","Eam702",1722,1473,0.552464,10,"FALSE"
"3811","Eam702_003813-T1",112817,"og_9218","Eam702",762,513,3.807157,24,"FALSE"
"3812","Eam702_003814-T1",4560,"og_9985","Eam702",2637,2388,9.541806,280,"FALSE"
"3813","Eam702_003815-T1",73091,"og_7843","Eam702",417,168,63.939834,132,"FALSE"
"3814","Eam702_003816-T1",0,"og_3727","Eam702",882,633,29.568615,230,"FALSE"
"3815","Eam702_003817-T1",71111,"og_2457","Eam702",1224,975,13.020475,156,"FALSE"
"3816","Eam702_003818-T1",116305,"og_30936","Eam702",252,21.386,0,0,"TRUE"
"3817","Eam702_003819-T1",116696,"og_0478","Eam702",438,189,0,0,"FALSE"
"3818","Eam702_003820-T1",117270,"og_8951","Eam702",1395,1146,15.267246,215,"FALSE"
"3819","Eam702_003821-T1",68530,"og_3982","Eam702",1908,1659,6.082501,124,"FALSE"
"3820","Eam702_003822-T1",0,"og_2046","Eam702",1407,1158,29.163953,415,"FALSE"
"3821","Eam702_003823-T1",9550,"og_7775","Eam702",1104,855,95.55963,1004,"FALSE"
"3822","Eam702_003824-T1",119438,"og_1646","Eam702",996,747,8.279419,76,"FALSE"
"3823","Eam702_003825-T1",67044,"og_10201","Eam702",333,84.038,99.740093,103,"FALSE"
"3824","Eam702_003826-T1",121289,"og_8955","Eam702",1068,819,15.401203,155,"FALSE"
"3825","Eam702_003827-T1",13110,"og_11387","Eam702",1581,1332,2.13831,35,"FALSE"
"3826","Eam702_003828-T1",63769,"og_1491","Eam702",2196,1947,14.837791,355,"FALSE"
"3827","Eam702_003829-T1",122911,"og_3169","Eam702",1341,1092,6.1108,82,"FALSE"
"3828","Eam702_003830-T1",125123,"og_8518","Eam702",4164,3915,20.61991,992,"FALSE"
"3829","Eam702_003831-T1",16303,"og_1178","Eam702",816,567,977.10975,6808,"FALSE"
"3830","Eam702_003832-T1",60448,"og_3399","Eam702",825,576,152.159853,1077,"FALSE"
"3831","Eam702_003833-T1",18802,"og_2870","Eam702",1401,1152,10.172246,144,"FALSE"
"3832","Eam702_003834-T1",20685,"og_11325","Eam702",1752,1503,4.277352,79,"FALSE"
"3833","Eam702_003835-T1",23340,"og_0413","Eam702",1341,1092,0,0,"FALSE"
